exp_a,exp_b,matrix_name,frob_consensus,frob_polarization,frob_dist,frob_dist_norm,cosine_dist
consensus,polarization,Rea_W1,0.8866845915247121,1.7236179498940505,1.9344840976279367,1.410776419779352,0.9951450550106947
consensus,polarization,Rea_W2,1.3645627733377907,1.8587817250229905,2.296481171141816,1.4081684778067194,0.9914692322150687
consensus,polarization,Rea_b1,0.4250609618695275,0.480665708999286,0.5492419495540418,1.2088694885487987,0.730682724605169
consensus,polarization,Rea_b2,0.33825840830761467,0.45934216331652666,0.5578120188165646,1.3813850286812088,0.9541123038656385
consensus,polarization,W_C,1.4447330616996985,1.9688916068011597,2.4208273999881715,1.4013049619043492,0.9818277993289442
consensus,polarization,W_D,1.109794215252476,1.1470398971451472,1.563843966467165,1.385669695365419,0.9600402540999238
consensus,polarization,W_V,0.00010255671459203115,0.17684429645416558,0.17680673432139318,1.1255981308832022,0.6334953323383283
consensus,polarization,delta,0.46069619059562683,0.47684893012046814,0.01615273952484131,7.352762843026994e-11,4.267728170859186e-09
consensus,polarization,omega,0.4919605255126953,0.4940457344055176,0.0020852088928222656,8.57935944509336e-12,4.056787572537246e-09
